Year,Season,T_mean,T_max,T_min,RH_min,Wind_max,Precip,RedFlag,SantaAna,DiurnalRange,Station
2004,Fall,57.5194231028985,67.34260869565217,48.775217391304345,12.64,39.12,7.67,2,10,18.56739130434783,KCMA
2004,Spring,62.33716351462472,72.08857142857143,53.550549450549454,13.42,24.16,0.0,0,0,18.538021978021973,KCMA
2004,Summer,66.86689784410459,76.50108695652175,58.81217391304348,14.07,32.21,0.0,0,0,17.688913043478266,KCMA
2004,Winter,55.57941700718975,66.95362637362638,46.44549450549451,8.65,34.52,4.359999999999999,3,6,20.50813186813187,KCMA
2005,Fall,59.001708587946545,69.80978260869566,49.737826086956524,5.69,34.52,1.9400000000000002,6,7,20.071956521739132,KCMA
2005,Spring,62.0870014198355,71.34483516483516,53.62769230769231,17.05,29.93,1.19,0,1,17.717142857142854,KCMA
2005,Summer,64.86864667425273,74.6991304347826,57.83195652173913,10.57,31.07,0.14,1,0,16.867173913043473,KCMA
2005,Winter,56.21054163995762,64.524,48.791999999999994,14.54,47.18,19.26,1,3,15.732000000000006,KCMA
2006,Fall,58.464207695917594,71.16369565217391,47.401739130434784,3.71,35.68,1.1300000000000001,5,6,23.76195652173913,KCMA
2006,Spring,60.64378617766283,69.44593406593407,53.518901098901104,13.31,31.07,4.11,0,0,15.927032967032964,KCMA
2006,Summer,66.52970384853106,77.16239130434782,58.65956521739131,9.55,19.57,0.02,0,0,18.50282608695651,KCMA
2006,Winter,53.64198056433724,64.636,43.31,6.04,36.82,7.1,4,7,21.325999999999993,KCMA
2007,Fall,57.95226860321147,69.32065217391305,47.89086956521739,4.67,85.16,1.29,8,8,21.429782608695653,KCMA
2007,Spring,59.198852044815446,67.6221978021978,51.378681318681316,9.08,29.93,0.52,1,0,16.243516483516487,KCMA
2007,Summer,66.96996995744594,76.91978260869566,58.900217391304345,31.8,18.41,0.2,0,0,18.01956521739131,KCMA
2007,Winter,54.93221628852044,66.288,44.154,6.47,33.38,0.26,9,6,22.133999999999993,KCMA
2008,Fall,58.70175565688571,70.42790697674418,48.07023255813954,2.84,34.52,2.12,5,6,22.357674418604645,KCMA
2008,Spring,61.495328889694626,72.00747252747253,51.81978021978022,7.37,26.46,0.06,2,0,20.18769230769231,KCMA
2008,Summer,66.69819110056532,75.605,60.73739130434783,34.72,14.97,0.04,0,0,14.867608695652173,KCMA
2008,Winter,55.38996310036913,66.04571428571428,45.48417582417583,6.84,43.73,2.08,8,8,20.561538461538454,KCMA
2009,Fall,57.78826093746523,69.42630434782609,47.38804347826087,5.14,32.21,2.06,5,5,22.03826086956522,KCMA
2009,Spring,60.20512071105185,69.10175824175825,52.448791208791214,9.16,31.07,0.06999999999999999,0,0,16.652967032967034,KCMA
2009,Summer,65.9783262181434,75.886,58.540000000000006,17.94,18.41,0.01,0,0,17.34599999999999,KCMA
2009,Winter,55.87056363926156,66.1,45.922,7.13,36.82,3.32,6,7,20.177999999999997,KCMA
2010,Fall,59.049698801886045,68.7141304347826,50.61434782608696,7.88,31.07,8.86,3,3,18.09978260869564,KCMA
2010,Spring,59.57250294094191,68.47868131868132,51.495384615384616,10.67,36.82,0.88,1,1,16.98329670329671,KCMA
2010,Summer,64.19029066360869,73.85782608695652,57.48173913043478,17.76,14.97,0.03,0,0,16.37608695652174,KCMA
2010,Winter,55.338079491669504,66.23400000000001,45.392,8.3,33.38,5.15,1,2,20.842000000000006,KCMA
2011,Fall,58.805805068083636,69.8098901098901,49.04461538461539,4.51,39.12,3.04,4,5,20.765274725274715,KCMA
2011,Spring,60.05070179779626,69.79010989010989,51.32131868131868,7.5,34.52,0.5700000000000001,2,0,18.46879120879121,KCMA
2011,Summer,67.0362966260275,76.37978260869565,60.69434782608696,23.55,16.11,0.04,0,0,15.685434782608688,KCMA
2011,Winter,55.19232322015696,66.122,44.836000000000006,11.15,35.68,9.26,5,8,21.285999999999994,KCMA
2012,Fall,59.64585864693135,69.77065217391304,51.01739130434783,4.32,28.77,2.73,1,1,18.753260869565203,KCMA
2012,Spring,60.0199554405372,68.44505494505495,52.59516483516483,6.54,33.38,1.82,0,0,15.849890109890119,KCMA
2012,Summer,65.72503376539922,75.08652173913043,59.10173913043478,30.49,21.85,0.04,0,0,15.984782608695653,KCMA
2012,Winter,55.92651268549766,67.20681318681318,45.691868131868134,4.42,44.87,3.88,7,5,21.514945054945045,KCMA
2013,Fall,59.371963256481585,71.382,48.602000000000004,4.45,36.82,0.79,8,10,22.78,KCMA
2013,Spring,65.72284487250481,74.73516483516484,57.62923076923077,1.91,37.98,0.14,2,0,17.105934065934065,KCMA
2013,Summer,67.51811823867558,77.14869565217391,60.901739130434784,11.72,20.71,0.05,0,0,16.24695652173913,KCMA
2013,Winter,56.003117936560656,67.052,45.547999999999995,3.77,33.38,2.01,6,6,21.504000000000012,KCMA
2014,Fall,62.13750301754895,73.17108695652173,52.27152173913043,3.89,34.52,4.91,5,6,20.899565217391306,KCMA
2014,Spring,63.64685928030945,73.4810989010989,54.85802197802198,3.74,78.25,0.16,4,2,18.623076923076923,KCMA
2014,Summer,70.88523150016417,80.34565217391305,63.848260869565216,22.82,17.27,0.03,0,0,16.497391304347836,KCMA
2014,Winter,58.210935999952525,69.41,48.174,3.06,31.07,3.7800000000000002,5,5,21.235999999999997,KCMA
2015,Fall,63.20412485856747,75.46804347826087,51.4204347826087,5.15,37.98,0.56,3,3,24.047608695652166,KCMA
2015,Spring,62.3079177147986,71.76615384615386,54.169670329670325,5.89,29.93,0.42,3,2,17.59648351648353,KCMA
2015,Summer,71.65756400856212,81.23391304347825,64.04,19.63,21.85,0.89,0,0,17.193913043478247,KCMA
2015,Winter,60.26384413367609,72.71,49.709999999999994,8.32,35.68,2.09,5,4,23.0,KCMA
2016,Fall,60.924597438338886,72.43152173913043,50.65347826086956,4.83,35.68,4.640000000000001,5,7,21.77804347826087,KCMA
2016,Spring,62.545024002996236,71.83208791208791,54.75758241758241,8.5,34.52,0.5700000000000001,0,0,17.0745054945055,KCMA
2016,Summer,68.53407322756007,78.32978260869565,61.13173913043478,5.61,24.16,0.0,0,0,17.19804347826087,KCMA
2016,Winter,58.92395840212697,69.82967032967034,48.45714285714286,8.09,40.29,2.5,5,6,21.372527472527473,KCMA
2017,Fall,63.663249024410746,76.72217391304348,52.030869565217394,1.64,41.43,0.07,11,11,24.691304347826083,KCMA
2017,Spring,62.73961102697143,72.74923076923078,54.466373626373624,6.62,31.07,0.21000000000000002,0,0,18.282857142857154,KCMA
2017,Summer,69.65361904488736,78.88021739130434,62.73108695652174,9.06,23.02,0.02,0,0,16.1491304347826,KCMA
2017,Winter,56.3220254455382,65.568,48.038000000000004,11.65,32.21,14.440000000000001,3,4,17.529999999999994,KCMA
2018,Fall,62.053183495671064,73.83043478260869,51.50652173913044,1.94,36.82,2.54,9,8,22.32391304347825,KCMA
2018,Spring,61.44798512741507,70.32600000000001,53.87800000000001,8.57,32.21,0.04,1,1,16.448,KCMA
2018,Summer,71.30003179386385,80.44152173913044,64.40978260869565,20.97,16.11,0.0,0,0,16.031739130434786,KCMA
2018,Winter,57.8420729980867,68.614,47.808,4.58,33.38,5.84,5,4,20.806000000000004,KCMA
2019,Fall,60.82777517132285,72.8854347826087,49.866956521739134,2.95,41.43,6.67,9,12,23.018478260869564,KCMA
2019,Spring,61.76763600911205,69.80791208791209,55.28725274725275,14.61,34.52,1.08,1,0,14.520659340659336,KCMA
2019,Summer,68.28320135908241,78.08978260869566,60.796086956521734,31.55,19.57,0.04,0,0,17.293695652173923,KCMA
2019,Winter,56.710642109889434,65.9144827586207,47.40137931034483,8.01,33.38,12.56,4,4,18.513103448275864,KCMA
2020,Fall,62.07115582140618,75.1804347826087,50.61239130434783,3.63,40.28,0.08,10,10,24.56804347826087,KCMA
2020,Spring,65.55396671022768,74.84593406593407,57.49868131868132,6.6,25.32,1.3699999999999999,1,0,17.347252747252753,KCMA
2020,Summer,68.70093292733748,79.40456521739131,61.43000000000001,15.39,16.11,0.01,0,0,17.9745652173913,KCMA
2020,Winter,56.73775267728497,67.9723076923077,46.043956043956044,7.04,29.93,3.09,4,3,21.92835164835165,KCMA
2021,Fall,59.22122268758691,69.70413043478261,49.458043478260876,4.31,35.67,9.73,5,3,20.246086956521737,KCMA
2021,Spring,63.75582813730627,72.96681318681318,55.98549450549451,3.6,31.07,0.0,0,0,16.981318681318676,KCMA
2021,Summer,69.15696355496253,78.8958695652174,62.88956521739131,4.83,19.56,0.01,0,0,16.006304347826088,KCMA
2021,Winter,57.53627700559053,69.7,45.894,4.37,41.43,0.77,11,10,23.806000000000004,KCMA
2022,Fall,58.79614568918283,69.70608695652174,48.85934782608696,6.71,35.67,3.04,4,4,20.846739130434784,KCMA
2022,Spring,62.44620785094515,72.48813186813187,53.75824175824176,4.83,28.77,0.32999999999999996,1,1,18.729890109890114,KCMA
2022,Summer,68.96292045633797,79.16391304347826,61.65695652173913,23.32,19.56,0.16999999999999998,0,0,17.506956521739127,KCMA
2022,Winter,57.483225484495364,70.452,45.226,5.69,33.37,1.38,14,12,25.226,KCMA
2023,Fall,61.884575929459245,74.09652173913044,51.15826086956522,5.02,48.33,3.06,3,3,22.93826086956522,KCMA
2023,Spring,59.99763556191941,67.69934065934066,53.973846153846154,17.3,23.02,1.03,0,0,13.72549450549451,KCMA
2023,Summer,68.48452192755569,78.28739130434782,61.52,31.27,19.56,0.08,0,0,16.767391304347818,KCMA
2023,Winter,52.813310446835224,62.164,43.526,11.63,41.43,16.01,1,2,18.637999999999998,KCMA
2024,Fall,57.35911023636429,69.62391304347825,47.419347826086955,13.56,39.13,0.31,0,7,22.2045652173913,KCMA
2024,Spring,62.98745858251386,71.46153846153847,55.98945054945055,15.06,26.47,0.88,0,0,15.472087912087915,KCMA
2024,Summer,69.83722158889033,80.45130434782608,62.4258695652174,19.58,23.02,0.0,0,0,18.025434782608684,KCMA
2024,Winter,56.26359754370151,65.61054945054946,47.480000000000004,15.22,33.37,9.79,0,1,18.130549450549452,KCMA
2025,Spring,58.30549270340789,67.20714285714286,50.29142857142857,14.61,33.37,0.0,0,0,16.915714285714287,KCMA
2025,Winter,55.1178631895115,65.704,45.018,7.0,39.13,4.21,2,13,20.685999999999993,KCMA
