Year,Season,T_mean,T_max,T_min,RH_min,Wind_max,Precip,RedFlag,SantaAna,DiurnalRange,Station
2004,Summer,75.29179305082505,93.79326086956522,59.61934782608695,3.0,84.0,0.0,1,2,34.173913043478265,DVLC1
2004,Winter,55.762742724235736,69.1210989010989,45.09901098901099,7.0,31.99,8.920000000000002,0,1,24.022087912087912,DVLC1
2005,Fall,61.13754743786197,74.66152173913044,50.283478260869565,4.0,99.99,3.37,2,1,24.37804347826087,DVLC1
2005,Spring,63.79958081700726,78.47241758241758,50.62758241758242,11.0,40.98,1.0,0,0,27.84483516483516,DVLC1
2005,Summer,74.7748713676053,92.96760869565217,59.41336956521739,3.0,85.99,0.1600000000000037,0,2,33.55423913043479,DVLC1
2005,Winter,54.435541209392376,64.79941176470588,46.071176470588235,11.0,25.99,24.43,1,1,18.728235294117646,DVLC1
2006,Fall,60.06148918737742,74.94608695652174,48.70673913043479,2.0,41.0,1.0100000000000002,1,1,26.23934782608695,DVLC1
2006,Spring,65.5184827001947,79.80175824175824,53.19791208791209,7.0,59.99,4.080000000000002,1,1,26.60384615384615,DVLC1
2006,Summer,77.42789536712334,96.14086956521739,61.71728260869565,4.0,129.0,0.0,0,1,34.42358695652174,DVLC1
2006,Winter,53.38773557443723,66.20666666666666,42.540804597701154,5.0,27.0,8.919999999999998,0,0,23.66586206896551,DVLC1
2007,Fall,59.831793115942034,73.77130434782609,48.67434782608696,4.0,34.0,2.2,2,1,25.09695652173913,DVLC1
2007,Spring,65.63952281414238,82.55945054945055,51.22010989010989,5.0,22.01,0.3599999999999999,0,0,31.339340659340657,DVLC1
2007,Summer,75.98752305347107,94.04282608695652,61.108695652173914,5.0,24.0,0.71,0,0,32.93413043478261,DVLC1
2007,Winter,55.54404580588494,69.62333333333333,44.31077777777777,5.0,129.0,2.38,0,0,25.312555555555562,DVLC1
2008,Fall,61.91359161940768,75.3911956521739,51.06728260869565,3.0,27.0,3.78,1,0,24.323913043478257,DVLC1
2008,Spring,67.32962146549103,83.10956043956044,52.59461538461538,3.0,20.0,0.08000000000000007,0,0,30.51494505494506,DVLC1
2008,Summer,76.41205874227364,94.01076086956522,61.43554347826087,10.0,15.99,0.0,0,0,32.57521739130435,DVLC1
2008,Winter,54.71276178531613,67.17615384615384,44.18659340659341,5.0,32.01,9.62,1,1,22.989560439560428,DVLC1
2009,Fall,58.99486460732085,72.0658695652174,48.27282608695653,6.0,23.0,4.82,0,0,23.79304347826087,DVLC1
2009,Spring,65.06321966077401,79.77021978021978,52.37505494505495,9.0,18.99,0.120000000000001,0,0,27.395164835164827,DVLC1
2009,Summer,77.12884064569187,94.84147727272726,61.95443181818182,6.0,20.0,0.0,0,0,32.887045454545444,DVLC1
2009,Winter,55.69466062801932,67.144,45.94488888888889,7.0,27.0,5.04,0,1,21.199111111111115,DVLC1
2010,Fall,58.82150854269129,70.83717391304347,49.78326086956522,8.0,27.0,8.56,1,0,21.053913043478254,DVLC1
2010,Spring,62.71606406274885,77.25296703296704,49.37384615384616,9.0,21.0,1.2200000000000006,0,0,27.879120879120876,DVLC1
2010,Summer,73.93862346639979,91.8254347826087,58.41358695652174,9.0,17.0,0.009999999999999787,0,0,33.411847826086955,DVLC1
2010,Winter,54.78976871980676,67.012,44.74455555555556,8.0,23.0,8.83,0,0,22.267444444444443,DVLC1
2011,Fall,58.98000122198217,73.69576086956522,47.32717391304348,2.0,24.99,2.92,0,0,26.36858695652174,DVLC1
2011,Spring,62.513228021978016,76.96835164835164,49.68164835164835,7.0,23.0,0.5,0,0,27.286703296703294,DVLC1
2011,Summer,75.01773550724637,93.815,59.51119565217391,7.0,18.01,0.0,0,0,34.30380434782609,DVLC1
2011,Winter,54.27455636070854,66.65522222222222,44.03388888888889,9.0,24.99,7.529999999999999,0,0,22.621333333333332,DVLC1
2012,Fall,60.03151349601879,73.88054347826088,49.39152173913044,4.0,25.99,2.39,1,0,24.489021739130436,DVLC1
2012,Spring,66.19849358974359,82.58274725274725,51.738351648351646,4.0,18.99,1.46,0,0,30.844395604395608,DVLC1
2012,Summer,78.17835578134846,96.4141304347826,62.57586956521739,6.0,18.01,0.05999999999999961,0,0,33.83826086956522,DVLC1
2012,Winter,55.894877955758965,69.85714285714286,44.47241758241758,3.0,24.0,3.1300000000000003,0,0,25.384725274725284,DVLC1
2013,Fall,60.107639658160046,73.72826086956522,49.29358695652174,5.0,25.99,1.2400000000000002,1,0,24.434673913043476,DVLC1
2013,Spring,68.40433050645007,84.12021978021977,54.11021978021978,1.0,22.01,0.17999999999999972,0,0,30.00999999999999,DVLC1
2013,Summer,75.93833114939567,93.0438043478261,61.35913043478261,6.0,18.99,0.020000000000000462,0,0,31.68467391304349,DVLC1
2013,Winter,55.84888849835117,69.8771111111111,44.178222222222225,5.0,24.99,2.08,0,0,25.69888888888888,DVLC1
2014,Fall,62.345165965658474,75.73902173913044,51.69586956521739,4.0,24.99,4.699999999999999,0,0,24.043152173913043,DVLC1
2014,Spring,67.74139652014652,83.16494505494505,53.439780219780225,4.0,27.0,0.33000000000000007,1,0,29.725164835164826,DVLC1
2014,Summer,76.50807065217391,93.39065217391305,61.98804347826086,7.0,15.99,0.07000000000000028,0,0,31.40260869565219,DVLC1
2014,Winter,60.229342214943436,73.73355555555555,49.36644444444444,4.0,22.01,3.5700000000000003,0,0,24.367111111111114,DVLC1
2015,Fall,61.05944870825457,74.21695652173914,50.261086956521744,6.0,24.0,0.49,0,0,23.95586956521739,DVLC1
2015,Spring,66.11190244163632,80.2534065934066,53.24362637362638,6.0,22.01,1.3200000000000012,0,0,27.009780219780218,DVLC1
2015,Summer,76.02485507246377,92.0970652173913,63.04369565217391,7.0,14.99,1.9099999999999984,0,0,29.053369565217395,DVLC1
2015,Winter,60.87958152173913,74.28922222222222,49.822111111111106,7.0,24.0,2.67,0,0,24.467111111111116,DVLC1
2016,Fall,60.89847530205799,74.09826086956522,50.69532608695653,5.0,25.99,4.76,1,0,23.402934782608696,DVLC1
2016,Spring,66.98052808302808,82.52736263736263,53.70362637362637,2.0,23.0,1.1799999999999997,0,0,28.823736263736258,DVLC1
2016,Summer,75.67195666494815,93.3145652173913,60.50010869565217,4.0,20.0,0.0,0,0,32.81445652173913,DVLC1
2016,Winter,58.283064980533226,70.72966292134831,47.79876404494382,8.0,24.0,5.390000000000001,0,0,22.930898876404484,DVLC1
2017,Fall,64.75646600790513,78.46891304347827,54.34771739130434,1.0,23.0,0.01,0,0,24.121195652173924,DVLC1
2017,Spring,67.27013298295907,82.16516483516483,54.25252747252747,6.0,21.0,0.16000000000000014,0,0,27.912637362637362,DVLC1
2017,Summer,76.4410272920605,92.97847826086957,63.12967391304348,6.0,15.99,0.10999999999999943,0,0,29.848804347826082,DVLC1
2017,Winter,54.69857145732689,65.84355555555555,45.50066666666667,11.0,34.0,13.419999999999998,0,0,20.342888888888886,DVLC1
2018,Fall,61.37591920289855,73.70652173913044,51.597500000000004,3.0,24.99,3.09,0,0,22.109021739130434,DVLC1
2018,Spring,65.03452799012581,79.34054945054945,52.933516483516485,7.0,21.0,0.11000000000000032,0,0,26.40703296703296,DVLC1
2018,Summer,77.28776268115942,94.31565217391305,63.36913043478261,5.0,14.99,0.0,0,0,30.94652173913044,DVLC1
2018,Winter,57.23389694041868,69.07733333333333,47.367555555555555,6.0,23.0,6.83,0,0,21.709777777777774,DVLC1
2019,Fall,60.0036865942029,72.70739130434782,49.781956521739126,1.0,24.0,6.81,0,0,22.925434782608697,DVLC1
2019,Spring,63.12171504220417,75.93406593406593,52.769560439560436,8.0,18.01,1.1899999999999977,0,0,23.16450549450549,DVLC1
2019,Summer,75.6208740942029,91.82586956521739,62.11913043478261,6.0,15.99,0.0,0,0,29.706739130434777,DVLC1
2019,Winter,52.43062643777318,62.133111111111106,44.489777777777775,11.0,22.01,14.170000000000002,0,0,17.64333333333333,DVLC1
2020,Fall,62.93603260869565,76.73913043478261,51.91304347826087,3.0,25.0,1.29,1,1,24.826086956521742,DVLC1
2020,Spring,66.75743131868133,80.60417582417583,55.02252747252747,5.0,19.0,3.629999999999999,0,0,25.581648351648354,DVLC1
2020,Summer,77.58722067699829,95.65217391304348,62.880434782608695,5.0,16.0,0.0,0,0,32.77173913043479,DVLC1
2020,Winter,55.14593904284121,67.24164835164835,45.42857142857143,7.0,25.99,4.990000000000001,1,0,21.81307692307692,DVLC1
2021,Fall,60.19263232514178,73.07608695652173,50.141304347826086,3.0,23.0,8.56,0,0,22.93478260869565,DVLC1
2021,Spring,67.08635205374337,82.92307692307692,53.56043956043956,3.0,16.0,0.0,0,0,29.362637362637358,DVLC1
2021,Summer,75.99926575537988,93.06521739130434,62.22826086956522,4.0,18.0,0.0,0,0,30.836956521739125,DVLC1
2021,Winter,55.9752616747182,68.0,45.9,4.0,24.0,2.12,0,0,22.1,DVLC1
2022,Fall,59.09261129602663,71.3804347826087,49.45652173913044,6.0,23.0,5.9,0,0,21.923913043478265,DVLC1
2022,Spring,68.36640740212168,83.3076923076923,55.02197802197802,5.0,21.0,0.1899999999999995,0,0,28.285714285714285,DVLC1
2022,Summer,78.38185657558218,95.16304347826087,64.73913043478261,7.0,14.01,0.5899999999999999,0,0,30.423913043478265,DVLC1
2022,Winter,58.49518921095008,70.36666666666666,48.31111111111111,5.0,22.0,1.6099999999999994,0,0,22.05555555555555,DVLC1
2023,Fall,62.028949275362315,74.59782608695652,52.53260869565217,6.0,24.0,3.78,0,0,22.065217391304344,DVLC1
2023,Spring,61.37939958592133,74.23076923076923,51.40659340659341,12.0,17.0,0.5,0,0,22.824175824175818,DVLC1
2023,Summer,74.93161231884058,90.31521739130434,62.45652173913044,10.0,14.01,5.420000000000002,0,0,27.858695652173907,DVLC1
2023,Winter,50.64981078904992,59.888888888888886,42.86666666666667,10.0,20.0,20.93,0,0,17.02222222222222,DVLC1
2024,Fall,62.006576086956514,76.6195652173913,51.01086956521739,5.0,23.0,0.11,0,0,25.608695652173907,DVLC1
2024,Spring,63.34065934065934,77.54945054945055,51.76923076923077,11.0,16.0,1.3000000000000007,0,0,25.780219780219788,DVLC1
2024,Summer,77.3623188405797,94.67391304347827,62.95652173913044,7.0,14.01,0.0,0,0,31.717391304347828,DVLC1
2024,Winter,53.23932951106864,64.34065934065934,44.582417582417584,13.0,25.0,14.090000000000002,1,1,19.75824175824176,DVLC1
2025,Spring,60.542227398205654,73.76190476190476,49.92857142857143,10.0,18.0,0.2599999999999998,0,0,23.83333333333333,DVLC1
2025,Winter,55.74541062801932,67.5,46.22222222222222,3.0,24.0,6.0,0,0,21.27777777777778,DVLC1
